run,model,weight
run3,nt,0.01747897
run3,nt,0.008607328
run3,nt,0.016676629
run3,nt,0.05292208
run3,nt,0.04091987
run3,nt,-0.0026612522
run3,nt,0.025710309
run3,nt,-0.0017621014
run3,nt,-0.04110363
run3,nt,0.05094431
run3,nt,-0.0048779254
run3,nt,0.057842664
run3,nt,-0.0070200255
run3,nt,0.02746746
run3,nt,0.070286825
run3,nt,0.003179528
run3,nt,0.025479805
run3,nt,-0.020344563
run3,nt,0.041189864
run3,nt,-0.028713973
run3,nt,-0.05838424
run3,nt,-0.012502092
run3,nt,-0.04260555
run3,nt,-0.05488234
run3,nt,0.008861225
run3,nt,0.012793619
run3,nt,-0.0028119134
run3,nt,0.008781371
run3,nt,-0.024091784
run3,nt,0.043962568
run3,nt,0.039782938
run3,nt,0.034602456
run3,nt,0.023151044
run3,nt,0.05272476
run3,nt,-0.011084225
run3,nt,0.08146853
run3,nt,0.008241365
run3,nt,-0.005292586
run3,nt,0.020434089
run3,nt,-0.018127047
run3,nt,-0.04357294
run3,nt,0.052811246
run3,nt,0.00074572396
run3,nt,0.05700747
run3,nt,0.027421707
run3,nt,0.049745355
run3,nt,0.079487294
run3,nt,-0.0053355163
run3,nt,0.017782211
run3,nt,-0.022457926
run3,nt,0.0013874117
run3,nt,-0.045036525
run3,nt,-0.037725642
run3,nt,-0.0056874454
run3,nt,-0.008947166
run3,nt,-0.04198889
run3,nt,0.0068946984
run3,nt,0.0040592933
run3,nt,-0.0046141045
run3,nt,0.027361175
run3,nt,-0.06494193
run3,nt,0.018279444
run3,nt,0.035770494
run3,nt,0.024887616
run3,nt,0.022356443
run3,nt,0.014829834
run3,nt,-0.022461444
run3,nt,0.06098906
run3,nt,0.027142242
run3,nt,-0.002317555
run3,nt,0.016840218
run3,nt,-0.013064431
run3,nt,-0.065687716
run3,nt,0.03372722
run3,nt,-0.0028277964
run3,nt,0.059189834
run3,nt,-0.01766324
run3,nt,0.040187523
run3,nt,0.036973987
run3,nt,-0.00091876823
run3,nt,0.036791783
run3,nt,0.0011233129
run3,nt,0.007982041
run3,nt,-0.06685388
run3,nt,-0.023789652
run3,nt,-0.01853505
run3,nt,0.010886782
run3,nt,-0.03507221
run3,nt,-0.006199229
run3,nt,-0.03258939
run3,nt,0.00065288553
run3,nt,0.019877918
run3,nt,-0.065471776
run3,nt,0.054720588
run3,nt,-0.0018194178
run3,nt,0.023029106
run3,nt,0.024214465
run3,nt,0.029391238
run3,nt,-0.01592792
run3,nt,0.03741825
run3,nt,-0.014889937
run3,nt,0.0026815315
run3,nt,0.01789014
run3,nt,-0.039734572
run3,nt,-0.057211548
run3,nt,0.029886227
run3,nt,-0.00011055358
run3,nt,0.05447929
run3,nt,0.00609293
run3,nt,0.033513095
run3,nt,0.056469154
run3,nt,0.001216542
run3,nt,0.010120904
run3,nt,-0.022547897
run3,nt,-0.021932617
run3,nt,-0.064292595
run3,nt,-0.032929488
run3,nt,-0.086301565
run3,nt,-0.0044190516
run3,nt,-0.0038175313
run3,nt,-0.019093916
run3,nt,-0.08234802
run3,nt,0.0012333936
run3,nt,0.008861072
run3,nt,-0.050516102
run3,nt,0.034377262
run3,nt,0.014267321
run3,nt,-0.0135706235
run3,nt,0.020866524
run3,nt,0.023648491
run3,nt,-0.029703066
run3,nt,0.036246385
run3,nt,0.00033196434
run3,nt,-0.001051927
run3,nt,-0.0048239566
run3,nt,-0.041301124
run3,nt,-0.07243517
run3,nt,0.002554331
run3,nt,-0.004744184
run3,nt,-0.029980958
run3,nt,-0.06461323
run3,nt,-0.0282497
run3,nt,0.005462028
run3,nt,0.0032216215
run3,nt,0.0043297564
run3,nt,-0.035047583
run3,nt,0.029987916
run3,nt,-0.05309507
run3,nt,0.005677822
run3,nt,0.004605852
run3,nt,-0.02623694
run3,nt,-0.013099021
run3,nt,0.011115668
run3,nt,0.008408122
run3,nt,-0.0037838886
run3,nt,-0.029493019
run3,nt,-0.041925192
run3,nt,-0.024403922
