run,model,weight
run4,model_syn,-0.006505137
run4,model_syn,-0.009909258
run4,model_syn,-0.001974928
run4,model_syn,-0.005417161
run4,model_syn,0.005518686
run4,model_syn,0.016286498
run4,model_syn,-0.008881677
run4,model_syn,0.002685853
run4,model_syn,-0.014663596
run4,model_syn,-0.010504846
run4,model_syn,-0.000538792
run4,model_syn,-0.001133895
run4,model_syn,-0.002746721
run4,model_syn,0.012380992
run4,model_syn,0.001729467
run4,model_syn,0.018366026
run4,model_syn,-0.012261502
run4,model_syn,0.006497331
run4,model_syn,0.008519226
run4,model_syn,0.008895091
run4,model_syn,0.02281618
run4,model_syn,-0.011821012
run4,model_syn,0.023338096
run4,model_syn,-0.004794011
run4,model_syn,0.009545096
run4,model_syn,-0.003548913
run4,model_syn,0.008638937
run4,model_syn,-0.009582502
run4,model_syn,0.026727298
run4,model_syn,-0.006873597
run4,model_syn,0.000158013
run4,model_syn,0.017343702
run4,model_syn,0.005684802
run4,model_syn,0.000305171
run4,model_syn,0.016168378
run4,model_syn,0.015195648
run4,model_syn,0.006977121
run4,model_syn,0.007863293
run4,model_syn,0.01467406
run4,model_syn,-0.015037189
run4,model_syn,-0.004618543
run4,model_syn,-0.011653685
run4,model_syn,0.012863363
run4,model_syn,0.009642192
run4,model_syn,-0.037189513
run4,model_syn,0.007984132
run4,model_syn,-0.000492608
run4,model_syn,0.006989226
run4,model_syn,-0.01700138
run5,model_syn,0.007901448
run5,model_syn,-6.14E-05
run5,model_syn,0.021485068
run5,model_syn,0.005196275
run5,model_syn,0.000264833
run5,model_syn,0.012206815
run5,model_syn,-0.006625847
run5,model_syn,-0.007258557
run5,model_syn,0.036301088
run5,model_syn,-0.007410104
run5,model_syn,-0.00733537
run5,model_syn,-0.005363461
run5,model_syn,0.007268476
run5,model_syn,0.005482774
run5,model_syn,0.000602524
run5,model_syn,-0.004717692
run5,model_syn,-0.002149564
run5,model_syn,0.000238902
run5,model_syn,0.034073897
run5,model_syn,0.012521379
run5,model_syn,0.000851969
run5,model_syn,-6.88E-05
run5,model_syn,0.014648055
run5,model_syn,0.000902879
run5,model_syn,0.03757107
run5,model_syn,0.014825345
run5,model_syn,-0.006826945
run5,model_syn,0.002307925
run5,model_syn,-0.017650431
run5,model_syn,-0.001169229
run5,model_syn,-0.007829508
run5,model_syn,0.013750091
run5,model_syn,-0.00246095
run5,model_syn,0.020406187
run5,model_syn,0.00898457
run5,model_syn,0.001287404
run5,model_syn,-0.015859103
run5,model_syn,0.002377426
run5,model_syn,0.002403699
run5,model_syn,-0.017686399
run5,model_syn,0.016653031
run5,model_syn,0.012747184
run5,model_syn,0.019200003
run5,model_syn,0.002055869
run5,model_syn,0.017625486
run5,model_syn,0.026832625
run5,model_syn,0.012018833
run5,model_syn,0.001562307
run5,model_syn,0.019128334
run5,model_syn,0.003832886
run5,model_syn,0.01594512
run5,model_syn,0.012167502
run5,model_syn,0.006272059
run5,model_syn,0.0299783
run5,model_syn,0.008262396
run5,model_syn,-0.002555127
run5,model_syn,-0.010876593
run5,model_syn,0.017329391
run5,model_syn,0.022470964
run5,model_syn,0.02543191
run5,model_syn,0.016494604
run5,model_syn,-0.014615892
run5,model_syn,0.014587604
run5,model_syn,-0.005513342
run1,model_hom,0.00825021
run1,model_hom,-0.01309484
run1,model_hom,0.020487903
run1,model_hom,-0.0392933
run1,model_hom,-0.027870312
run1,model_hom,-0.019762551
run1,model_hom,0.01351899
run1,model_hom,0.042360544
run1,model_hom,0.04325172
run1,model_hom,0.022631096
run1,model_hom,0.048321825
run1,model_hom,0.024726024
run1,model_hom,0.019420765
run1,model_hom,0.048966806
run1,model_hom,-0.02855964
run1,model_hom,-0.011728817
run1,model_hom,0.02473624
run1,model_hom,0.04487613
run1,model_hom,0.008242762
run1,model_hom,0.017123433
run1,model_hom,0.0274614
run1,model_hom,0.004359454
run1,model_hom,-0.020127062
run1,model_hom,0.03210909
run1,model_hom,0.029006438
run1,model_hom,0.024285177
run1,model_hom,-0.003102382
run1,model_hom,-0.013194501
run1,model_hom,-0.037889283
run1,model_hom,0.000523582
run1,model_hom,0.005635226
run1,model_hom,0.011513419
run1,model_hom,0.013464689
run1,model_hom,0.00292108
run1,model_hom,-0.012520733
run1,model_hom,0.004393363
run1,model_hom,0.008419891
run1,model_hom,0.025676966
run1,model_hom,0.043877613
run1,model_hom,0.013189032
run1,model_hom,0.03461977
run1,model_hom,0.034128975
run1,model_hom,0.01734004
run1,model_hom,0.001630837
run1,model_hom,-0.037918005
run1,model_hom,0.03476008
run1,model_hom,0.041106883
run1,model_hom,0.026997713
run1,model_hom,0.078343146
run1,model_hom,0.006559598
run1,model_hom,-0.024294024
run1,model_hom,0.016954644
run1,model_hom,0.022298947
run1,model_hom,0.023282921
run1,model_hom,-0.024831602
run1,model_hom,0.01993463
